timestamp,rsrp_dbm,rsrq_db,sinr_db,cqi,throughput_mbps,latency_ms,packet_loss_pct,scenario,hour,is_anomaly
2025-09-18 14:25:34.025068,-90.5594005902346,-10.362195630621233,15.837123876600414,12,480.84122278452213,13.552143610655985,0.5492494459522208,good,14,0
2025-09-18 14:25:35.025068,-99.88889086694009,-14.85558582720669,6.404547769345317,9,144.1262249114325,21.483280991462962,0.0,fair,14,0
2025-09-18 14:25:36.025068,-99.66235897656038,-16.849496372426913,6.366851826424452,8,155.5461294854933,22.374385744349954,1.073831381407762,fair,14,0
2025-09-18 14:25:37.025068,-69.52437107841432,-6.670691314500296,19.579344507928976,13,796.6806599933456,8.796586775541206,1.0556834553526813,excellent,14,0
2025-09-18 14:25:38.025068,-72.66824401921244,-8.011055724640253,19.31164863850413,15,838.9348913256123,9.106517058053708,0.9572724898565619,excellent,14,0
2025-09-18 14:25:39.025068,-72.30732859087091,-7.866685442982751,19.471143014222722,13,920.0892771949528,10.437276632107725,0.7645283116845831,excellent,14,0
2025-09-18 14:25:40.025068,-115.5782414119412,-17.602207391178577,0.04295601926514525,6,35.60311583210583,44.608163001486375,0.5257770414892443,poor,14,0
2025-09-18 14:25:41.025068,-89.76513894608252,-13.095741205163627,9.372969683380449,12,290.6574288890962,18.092998567487854,0.7793840357348596,good,14,0
2025-09-18 14:25:42.025068,-101.03582945052287,-15.24695478996992,3.475540131357552,9,204.98234878924103,32.34470642716196,0.162830499637989,fair,14,0
2025-09-18 14:25:43.025068,-92.87077643472027,-9.72409411355022,8.866730934540255,11,485.55847089575445,17.918890601267364,0.7386786391687825,good,14,0
2025-09-18 14:25:44.025068,-85.17913019554976,-7.870712688371988,7.140764687730767,10,465.7522003500179,10.857848927183243,0.41575811254197403,good,14,0
2025-09-18 14:25:45.025068,-86.83235889693938,-16.05018177762173,5.653856521100482,8,171.1971534895467,32.38947022370758,0.34451893451790583,fair,14,0
