timestamp,rsrp_dbm,rsrq_db,sinr_db,cqi,throughput_mbps,latency_ms,packet_loss_pct,scenario,hour,is_anomaly,predicted_anomaly,anomaly_score
2025-09-18 14:25:34.025068,-90.5594005902346,-10.362195630621232,15.837123876600414,12,480.8412227845221,13.552143610655984,0.5492494459522208,good,14,0,0,-0.3979061841584274
2025-09-18 14:25:35.025068,-99.88889086694007,-14.85558582720669,6.404547769345317,9,144.1262249114325,21.48328099146296,0.0,fair,14,0,0,-0.44902002379465655
2025-09-18 14:25:36.025068,-99.66235897656038,-16.849496372426913,6.366851826424452,8,155.5461294854933,22.374385744349954,1.073831381407762,fair,14,0,0,-0.4406251137761421
2025-09-18 14:25:37.025068,-69.52437107841432,-6.670691314500296,19.579344507928976,13,796.6806599933456,8.796586775541206,1.0556834553526813,excellent,14,0,0,-0.4620983024592481
2025-09-18 14:25:38.025068,-72.66824401921244,-8.011055724640253,19.31164863850413,15,838.9348913256123,9.106517058053708,0.957272489856562,excellent,14,0,0,-0.46911756717958997
2025-09-18 14:25:39.025068,-72.30732859087091,-7.866685442982751,19.47114301422272,13,920.0892771949528,10.437276632107723,0.7645283116845831,excellent,14,0,0,-0.4379560061356268
2025-09-18 14:25:40.025068,-115.5782414119412,-17.602207391178577,0.0429560192651452,6,35.60311583210583,44.608163001486375,0.5257770414892443,poor,14,0,0,-0.5021421664036443
2025-09-18 14:25:41.025068,-89.76513894608252,-13.095741205163629,9.372969683380449,12,290.6574288890962,18.092998567487854,0.7793840357348596,good,14,0,0,-0.4341237328901043
2025-09-18 14:25:42.025068,-101.03582945052288,-15.24695478996992,3.475540131357552,9,204.98234878924103,32.34470642716196,0.162830499637989,fair,14,0,0,-0.44841240480205635
2025-09-18 14:25:43.025068,-92.87077643472028,-9.72409411355022,8.866730934540255,11,485.55847089575445,17.918890601267364,0.7386786391687825,good,14,0,0,-0.4302871207383353
2025-09-18 14:25:44.025068,-85.17913019554976,-7.870712688371988,7.140764687730767,10,465.7522003500179,10.857848927183245,0.415758112541974,good,14,0,0,-0.43920398302270264
2025-09-18 14:25:45.025068,-86.83235889693938,-16.05018177762173,5.653856521100482,8,171.1971534895467,32.38947022370758,0.3445189345179058,fair,14,0,0,-0.45010579205218226
2025-09-18 14:25:46.025068,-71.06080710855814,-8.853737588079445,21.504344994574417,13,915.8186652932028,7.0351515062821735,0.4313457451282951,excellent,14,0,0,-0.45697633899174794
2025-09-18 14:25:47.025068,-86.7204027065566,-9.498428228821158,14.017124450165992,10,331.0721556601337,14.230109451922337,0.3896522827601716,good,14,0,0,-0.3956765400395598
2025-09-18 14:25:48.025068,-83.51939861467712,-10.477889455640222,15.015340369927385,9,381.23302932998826,20.83534684346036,0.4539990627451579,good,14,0,0,-0.38722264081288155
2025-09-18 14:25:49.025068,-73.33030310115214,-9.027574983016493,20.903968402848903,15,654.1483079013242,10.515100781445527,0.4776662252701498,excellent,14,0,0,-0.42849363442020577
2025-09-18 14:25:50.025068,-115.0927540225582,-20.347009243980445,0.8549363311286848,2,30.14827641193619,35.58233976773987,0.4747504744456468,poor,14,0,1,-0.5350288431284641
2025-09-18 14:25:51.025068,-77.8324225635504,-8.868412582901392,7.503722575083866,10,518.4262848937731,17.30189051611921,0.1550622267516924,good,14,0,0,-0.44756973617628165
2025-09-18 14:25:52.025068,-96.04484026478475,-15.81877490958948,12.208382932808298,7,79.90744686038596,31.09025218878255,0.3831625927089554,fair,14,0,0,-0.4346457933776321
2025-09-18 14:25:53.025068,-99.859502683259,-16.394174126676607,10.369018414252018,9,171.5744731631521,17.246682844669337,0.5205688924418082,fair,14,0,0,-0.4219260594515251
2025-09-18 14:25:54.025068,-82.31831983808968,-12.829381862522554,16.861644647885207,9,387.1250098509549,18.507622940857868,0.761995090726828,good,14,0,0,-0.4032926641016606
2025-09-18 14:25:55.025068,-60.6384044133964,-7.207252119871116,18.123151114301205,15,747.7538520467417,12.72777304883421,1.2617488148807996,excellent,14,0,1,-0.5480829245148906
2025-09-18 14:25:56.025068,-68.70058602875788,-6.436354256445379,16.289147867365756,15,667.9543386915724,10.21742359925477,0.5317290941083281,excellent,14,0,0,-0.4468203998147811
2025-09-18 14:25:57.025068,-80.7300110675255,-7.422812285349075,16.70068221236126,9,386.83996526704766,20.59732353343427,0.6421498762735363,good,14,0,0,-0.43281215220623087
2025-09-18 14:25:58.025068,-81.32749467559977,-12.90899452392284,12.746461726008215,12,309.5657557503576,19.029504636890337,0.2796357050157421,good,14,0,0,-0.4239164740280186
2025-09-18 14:25:59.025068,-97.90940739022209,-17.773056091571277,14.820035474052446,7,157.3487325228608,29.39336774095448,0.4281216475418571,fair,14,0,0,-0.4575601689806113
2025-09-18 14:26:00.025068,-84.93499054061047,-8.092931845685367,14.206029500286132,9,617.6135333271695,14.985912015979322,0.0287564049417154,good,14,0,0,-0.4666448251815347
2025-09-18 14:26:01.025068,-85.05791659890997,-10.618802589770954,16.820927128705875,12,372.0879053781799,16.419712873720634,0.4781513262029381,good,14,0,0,-0.3840022322114338
2025-09-18 14:26:02.025068,-117.26231116172336,-15.445900410192785,5.091142336692634,4,43.15716574789238,42.14093744130204,0.1262783663864036,poor,14,0,0,-0.4975415265040351
2025-09-18 14:26:03.025068,-111.84962530699497,-13.474125055393545,3.4619074458902657,3,33.821262172192775,31.44759481120189,0.1918814723193209,poor,14,0,0,-0.49025091573771584
2025-09-18 14:26:04.025068,-82.75112980755634,-7.442151312228077,12.999169875130464,10,264.6545394999757,16.545143058918143,1.6558194471964165,good,14,0,0,-0.4913093670846107
2025-09-18 14:26:05.025068,-93.34559336013956,-12.023594778991775,8.696888474529215,8,158.8090461026161,25.341756255519144,0.3771773508285327,fair,14,0,0,-0.4185593307592833
2025-09-18 14:26:06.025068,-91.00065868865082,-8.597239111564619,15.449501149018792,9,411.27258944570576,12.32063917911233,0.3995548257815798,good,14,0,0,-0.40163729091888417
2025-09-18 14:26:07.025068,-88.57651854629984,-9.64080450213065,12.80890010484859,9,417.316687166558,13.876435322728591,0.1126351660591452,good,14,0,0,-0.42128862756037855
2025-09-18 14:26:08.025068,-85.53597237580563,-11.972434571506248,19.7789453827784,10,365.28467207919584,16.51496183694137,0.7597265582510364,good,14,0,0,-0.4211883726538652
2025-09-18 14:26:09.025068,-86.67123545575184,-11.635693813021168,15.953301097311355,12,271.02181542603813,15.81318524622679,1.173441981803169,good,14,0,0,-0.4507672392149879
2025-09-18 14:26:10.025068,-76.72269187310539,-11.925850844127297,15.259697443567664,11,352.56938140317163,14.287824116379992,1.0616017041416912,good,14,0,0,-0.4303711612819502
